day,population,activities,time,time_in_minutes
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Participatory activities,01:38,98
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Social life and entertainment  ,02:08,128
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Sociability,00:53,53
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Visiting and receiving visitors,01:54,114
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Culture,02:28,148
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Entertainment ,02:37,157
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Resting — Time out,00:32,32
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Sports and outdoor activities ,01:53,113
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Sports,01:52,112
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Outdoor activities ,02:20,140
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Hobbies and games,01:46,106
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Arts,02:46,166
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Collecting,,
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Computing,01:32,92
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Games,01:12,72
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Media,03:06,186
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Reading,01:14,74
Year 2014_Saturday,"Two or more adults, no children (<18 years)"," TV, video and dvd",02:54,174
Year 2014_Saturday,"Two or more adults, no children (<18 years)"," Listening to radio, music",00:35,35
Year 2014_Saturday,"Two or more adults, no children (<18 years)",Travel,01:43,103
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to eating,00:39,39
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel to/from work,01:05,65
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to study,00:47,47
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to household care,01:04,64
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to voluntary work and meetings ,00:47,47
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to social life,01:11,71
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to sports,00:32,32
Year 2014_Saturday,"Two or more adults, no children (<18 years)", Travel related to changing locality,,
Year 2014_Saturday,Population in employment,Personal care,11:54,714
Year 2014_Saturday,Population in employment,Sleep,08:45,525
Year 2014_Saturday,Population in employment,Eating,02:11,131
Year 2014_Saturday,Population in employment,Other personal care,01:01,61
Year 2014_Saturday,Population in employment,Employment,06:38,398
Year 2014_Saturday,Population in employment, Main job,06:40,400
Year 2014_Saturday,Population in employment, Job seeking,,
Year 2014_Saturday,Population in employment, Second job,01:19,79
Year 2014_Saturday,Population in employment,Study,02:47,167
Year 2014_Saturday,Population in employment, School or university,00:40,40
Year 2014_Saturday,Population in employment, Homework,04:23,263
Year 2014_Saturday,Population in employment, Free time study,02:13,133
Year 2014_Saturday,Population in employment,Household and family care,03:51,231
Year 2014_Saturday,Population in employment, Food management,01:09,69
Year 2014_Saturday,Population in employment, Household upkeep,01:07,67
Year 2014_Saturday,Population in employment, Making and care for textiles,01:00,60
Year 2014_Saturday,Population in employment, Gardening and pet care,01:19,79
Year 2014_Saturday,Population in employment, Construction and repairs,01:55,115
Year 2014_Saturday,Population in employment, Shopping and services (excluding online services),01:23,83
Year 2014_Saturday,Population in employment, Household management (excluding online services),00:48,48
Year 2014_Saturday,Population in employment, Childcare (less than 17 years) ,01:49,109
Year 2014_Saturday,Population in employment, Help to an adult household member ,01:08,68
Year 2014_Saturday,Population in employment,Voluntary work and meetings,01:54,114
Year 2014_Saturday,Population in employment, Organisational work ,02:16,136
Year 2014_Saturday,Population in employment, Informal help to other households,01:35,95
Year 2014_Saturday,Population in employment,Participatory activities,01:43,103
Year 2014_Saturday,Population in employment,Social life and entertainment  ,02:18,138
Year 2014_Saturday,Population in employment, Sociability,00:51,51
Year 2014_Saturday,Population in employment, Visiting and receiving visitors,01:57,117
Year 2014_Saturday,Population in employment, Culture,02:14,134
Year 2014_Saturday,Population in employment, Entertainment ,02:45,165
Year 2014_Saturday,Population in employment, Resting — Time out,00:29,29
Year 2014_Saturday,Population in employment,Sports and outdoor activities ,01:54,114
Year 2014_Saturday,Population in employment, Sports,01:51,111
Year 2014_Saturday,Population in employment,Outdoor activities ,02:48,168
Year 2014_Saturday,Population in employment,Hobbies and games,01:22,82
Year 2014_Saturday,Population in employment, Arts,01:25,85
Year 2014_Saturday,Population in employment, Collecting,,
Year 2014_Saturday,Population in employment, Computing,01:09,69
Year 2014_Saturday,Population in employment, Games,01:09,69
Year 2014_Saturday,Population in employment,Media,02:48,168
Year 2014_Saturday,Population in employment, Reading,01:13,73
Year 2014_Saturday,Population in employment," TV, video and dvd",02:33,153
Year 2014_Saturday,Population in employment," Listening to radio, music",00:45,45
Year 2014_Saturday,Population in employment,Travel,01:44,104
Year 2014_Saturday,Population in employment, Travel related to eating,00:37,37
Year 2014_Saturday,Population in employment, Travel to/from work,01:01,61
Year 2014_Saturday,Population in employment, Travel related to study,00:49,49
Year 2014_Saturday,Population in employment, Travel related to household care,00:59,59
Year 2014_Saturday,Population in employment, Travel related to voluntary work and meetings ,00:45,45
Year 2014_Saturday,Population in employment, Travel related to social life,01:08,68
Year 2014_Saturday,Population in employment, Travel related to sports,00:42,42
Year 2014_Saturday,Population in employment, Travel related to changing locality,,
Year 2014_Saturday,Retired,Personal care,12:13,733
Year 2014_Saturday,Retired,Sleep,08:56,536
Year 2014_Saturday,Retired,Eating,02:12,132
Year 2014_Saturday,Retired,Other personal care,01:07,67
Year 2014_Saturday,Retired,Employment,03:57,237
Year 2014_Saturday,Retired, Main job,,
Year 2014_Saturday,Retired, Job seeking,,
Year 2014_Saturday,Retired, Second job,03:57,237
Year 2014_Saturday,Retired,Study,05:30,330
Year 2014_Saturday,Retired, School or university,,
Year 2014_Saturday,Retired, Homework,,
Year 2014_Saturday,Retired, Free time study,05:30,330
Year 2014_Saturday,Retired,Household and family care,03:44,224
Year 2014_Saturday,Retired, Food management,01:15,75
Year 2014_Saturday,Retired, Household upkeep,01:11,71
Year 2014_Saturday,Retired, Making and care for textiles,00:56,56
Year 2014_Saturday,Retired, Gardening and pet care,01:53,113
Year 2014_Saturday,Retired, Construction and repairs,01:44,104
Year 2014_Saturday,Retired, Shopping and services (excluding online services),01:14,74
Year 2014_Saturday,Retired, Household management (excluding online services),00:43,43
Year 2014_Saturday,Retired, Childcare (less than 17 years) ,01:36,96
Year 2014_Saturday,Retired, Help to an adult household member ,01:22,82
Year 2014_Saturday,Retired,Voluntary work and meetings,02:39,159
Year 2014_Saturday,Retired, Organisational work ,04:30,270
Year 2014_Saturday,Retired, Informal help to other households,02:56,176
Year 2014_Saturday,Retired,Participatory activities,01:58,118
Year 2014_Saturday,Retired,Social life and entertainment  ,01:50,110
Year 2014_Saturday,Retired, Sociability,00:36,36
Year 2014_Saturday,Retired, Visiting and receiving visitors,02:02,122
Year 2014_Saturday,Retired, Culture,02:09,129
Year 2014_Saturday,Retired, Entertainment ,02:18,138
Year 2014_Saturday,Retired, Resting — Time out,00:26,26
Year 2014_Saturday,Retired,Sports and outdoor activities ,01:56,116
Year 2014_Saturday,Retired, Sports,01:53,113
Year 2014_Saturday,Retired,Outdoor activities ,03:30,210
Year 2014_Saturday,Retired,Hobbies and games,01:25,85
Year 2014_Saturday,Retired, Arts,01:44,104
Year 2014_Saturday,Retired, Collecting,01:00,60
Year 2014_Saturday,Retired, Computing,01:14,74
Year 2014_Saturday,Retired, Games,01:02,62
Year 2014_Saturday,Retired,Media,03:49,229
Year 2014_Saturday,Retired, Reading,01:00,60
Year 2014_Saturday,Retired," TV, video and dvd",03:27,207
Year 2014_Saturday,Retired," Listening to radio, music",00:23,23
Year 2014_Saturday,Retired,Travel,01:44,104
Year 2014_Saturday,Retired, Travel related to eating,01:01,61
Year 2014_Saturday,Retired, Travel to/from work,01:15,75
Year 2014_Saturday,Retired, Travel related to study,,
Year 2014_Saturday,Retired, Travel related to household care,00:44,44
Year 2014_Saturday,Retired, Travel related to voluntary work and meetings ,00:36,36
Year 2014_Saturday,Retired, Travel related to social life,01:43,103
Year 2014_Saturday,Retired, Travel related to sports,01:40,100
Year 2014_Saturday,Retired, Travel related to changing locality,00:50,50
Year 2014_Saturday,Employed in own household,Personal care,12:43,763
Year 2014_Saturday,Employed in own household,Sleep,09:17,557
Year 2014_Saturday,Employed in own household,Eating,02:25,145
Year 2014_Saturday,Employed in own household,Other personal care,01:04,64
Year 2014_Saturday,Employed in own household,Employment,03:39,219
Year 2014_Saturday,Employed in own household, Main job,,
Year 2014_Saturday,Employed in own household, Job seeking,,
Year 2014_Saturday,Employed in own household, Second job,03:39,219
Year 2014_Saturday,Employed in own household,Study,03:30,210
Year 2014_Saturday,Employed in own household, School or university,,
Year 2014_Saturday,Employed in own household, Homework,,
Year 2014_Saturday,Employed in own household, Free time study,03:30,210
Year 2014_Saturday,Employed in own household,Household and family care,05:11,311
Year 2014_Saturday,Employed in own household, Food management,01:37,97
Year 2014_Saturday,Employed in own household, Household upkeep,01:25,85
Year 2014_Saturday,Employed in own household, Making and care for textiles,01:01,61
Year 2014_Saturday,Employed in own household, Gardening and pet care,01:25,85
Year 2014_Saturday,Employed in own household, Construction and repairs,00:53,53
Year 2014_Saturday,Employed in own household, Shopping and services (excluding online services),01:29,89
Year 2014_Saturday,Employed in own household, Household management (excluding online services),00:42,42
Year 2014_Saturday,Employed in own household, Childcare (less than 17 years) ,02:43,163
Year 2014_Saturday,Employed in own household, Help to an adult household member ,00:20,20
Year 2014_Saturday,Employed in own household,Voluntary work and meetings,02:03,123
Year 2014_Saturday,Employed in own household, Organisational work ,06:20,380
Year 2014_Saturday,Employed in own household, Informal help to other households,00:58,58
Year 2014_Saturday,Employed in own household,Participatory activities,01:27,87
Year 2014_Saturday,Employed in own household,Social life and entertainment  ,01:52,112
Year 2014_Saturday,Employed in own household, Sociability,01:02,62
Year 2014_Saturday,Employed in own household, Visiting and receiving visitors,01:44,104
Year 2014_Saturday,Employed in own household, Culture,02:20,140
Year 2014_Saturday,Employed in own household, Entertainment ,02:45,165
Year 2014_Saturday,Employed in own household, Resting — Time out,00:29,29
Year 2014_Saturday,Employed in own household,Sports and outdoor activities ,01:47,107
Year 2014_Saturday,Employed in own household, Sports,01:47,107
Year 2014_Saturday,Employed in own household,Outdoor activities ,,
Year 2014_Saturday,Employed in own household,Hobbies and games,01:41,101
Year 2014_Saturday,Employed in own household, Arts,,
Year 2014_Saturday,Employed in own household, Collecting,,
Year 2014_Saturday,Employed in own household, Computing,01:35,95
Year 2014_Saturday,Employed in own household, Games,00:51,51
Year 2014_Saturday,Employed in own household,Media,02:53,173
Year 2014_Saturday,Employed in own household, Reading,01:05,65
Year 2014_Saturday,Employed in own household," TV, video and dvd",02:47,167
Year 2014_Saturday,Employed in own household," Listening to radio, music",00:21,21
Year 2014_Saturday,Employed in own household,Travel,01:51,111
Year 2014_Saturday,Employed in own household, Travel related to eating,00:42,42
Year 2014_Saturday,Employed in own household, Travel to/from work,01:10,70
Year 2014_Saturday,Employed in own household, Travel related to study,,
Year 2014_Saturday,Employed in own household, Travel related to household care,00:58,58
Year 2014_Saturday,Employed in own household, Travel related to voluntary work and meetings ,00:59,59
Year 2014_Saturday,Employed in own household, Travel related to social life,01:22,82
Year 2014_Saturday,Employed in own household, Travel related to sports,00:45,45
Year 2014_Saturday,Employed in own household, Travel related to changing locality,,
Year 2014_Saturday,Students,Personal care,12:58,778
Year 2014_Saturday,Students,Sleep,10:07,607
Year 2014_Saturday,Students,Eating,01:54,114
Year 2014_Saturday,Students,Other personal care,01:00,60
Year 2014_Saturday,Students,Employment,05:43,343
Year 2014_Saturday,Students, Main job,07:59,479
Year 2014_Saturday,Students, Job seeking,,
Year 2014_Saturday,Students, Second job,04:13,253
Year 2014_Saturday,Students,Study,02:39,159
Year 2014_Saturday,Students, School or university,05:00,300
Year 2014_Saturday,Students, Homework,02:18,138
Year 2014_Saturday,Students, Free time study,01:37,97
Year 2014_Saturday,Students,Household and family care,01:35,95
Year 2014_Saturday,Students, Food management,00:43,43
Year 2014_Saturday,Students, Household upkeep,00:49,49
Year 2014_Saturday,Students, Making and care for textiles,00:39,39
Year 2014_Saturday,Students, Gardening and pet care,00:55,55
